trip_id,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_census_tract,dropoff_census_tract,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,pickup_centroid_latitude,pickup_centroid_longitude,dropoff_centroid_latitude,dropoff_centroid_longitude
demo_trip_000270,demo_taxi_0035,2024-03-10T16:20:58.000,2024-03-10T16:36:36.000,938,7.57,,,10.0,29.0,28.47,0.0,0.0,0.0,28.47,No Charge,Demo Flash Cab,41.99363193704174,-87.79851237013828,41.86417921824922,-87.70842737752191
demo_trip_000271,demo_taxi_0002,2024-03-10T16:01:30.000,2024-03-10T16:35:12.000,2022,10.99,,,46.0,13.0,34.46,0.0,0.0,0.0,34.46,Credit Card,Demo City Service,41.745280867506665,-87.57499636841361,41.9786666103064,-87.70729210904088
demo_trip_000272,demo_taxi_0018,2024-03-10T18:07:31.000,2024-03-10T18:07:31.000,0,15.76,,,48.0,75.0,40.95,0.0,0.0,0.0,40.95,Cash,Demo Flash Cab,41.72459641151627,-87.58645403740529,41.72459641151627,-87.58645403740529
demo_trip_000273,demo_taxi_0115,2024-03-13T19:30:03.000,2024-03-13T19:37:07.000,424,1.53,,,23.0,11.0,6.06,1.49,0.0,0.0,7.55,Cash,Demo City Service,41.90345868232407,-87.73406600168762,41.97819427670847,-87.76957590155271
demo_trip_000274,demo_taxi_0050,2024-03-07T20:04:14.000,2024-03-07T20:38:53.000,2079,11.23,,,13.0,29.0,39.34,0.0,0.0,0.0,39.34,Credit Card,Demo Sun Taxi,41.98707801709095,-87.71382009702619,41.86040971909447,-87.7376642883998
demo_trip_000275,demo_taxi_0057,2024-03-12T03:51:02.000,2024-03-12T04:11:44.000,1242,10.13,,,1.0,46.0,35.22,0.0,0.0,0.0,35.22,Credit Card,Demo Flash Cab,42.0017197582037,-87.672886301311,41.747577565075936,-87.55627902904548
demo_trip_000276,demo_taxi_0056,2024-03-08T15:45:51.000,2024-03-08T16:19:06.000,1995,13.51,,,6.0,48.0,67.44,8.33,0.0,0.0,75.77,Credit Card,Demo Sun Taxi,41.94984398773045,-87.6680797184666,41.72402494564245,-87.55321641389806
demo_trip_000277,demo_taxi_0093,2024-03-05T08:42:13.000,2024-03-05T09:10:28.000,1695,13.72,,,,,38.13,0.0,0.0,0.0,38.13,Unknown,Demo Sun Taxi,42.00257980659692,-87.66818682732335,41.83205991789381,-87.6741493667985
demo_trip_000278,demo_taxi_0007,2024-03-11T20:10:20.000,2024-03-11T20:10:20.000,0,1.89,,,1.0,10.0,5.45,1.07,0.0,0.0,6.52,Mobile,Demo Sun Taxi,42.00314779063164,-87.67703201421907,42.00314779063164,-87.67703201421907
demo_trip_000279,demo_taxi_0009,2024-03-18T17:47:50.000,2024-03-18T18:08:45.000,1255,6.37,,,51.0,1.0,29.88,0.0,0.0,0.0,29.88,Mobile,Demo Sun Taxi,41.68423874879272,-87.58915649649136,41.99919537002859,-87.66878829002039
demo_trip_000280,demo_taxi_0033,2024-03-20T12:38:42.000,2024-03-20T12:44:59.000,377,2.94,,,13.0,19.0,8.31,0.0,0.0,0.0,8.31,Cash,Demo Globe Taxi,41.98705420372548,-87.71052834819524,41.92426284294656,-87.78754314295735
demo_trip_000281,demo_taxi_0058,2024-03-11T08:23:37.000,2024-03-11T08:39:11.000,934,2.73,,,1.0,51.0,13.09,0.0,0.0,0.0,13.09,Cash,Demo City Service,42.01421952841624,-87.67250827048672,41.69902018842596,-87.58192372247926
demo_trip_000282,demo_taxi_0080,2024-03-10T10:00:02.000,2024-03-10T10:31:03.000,1861,17.79,,,34.0,67.0,74.36,0.0,0.0,0.0,74.36,Cash,Demo Globe Taxi,41.853500038555524,-87.63571542834774,41.7737278634441,-87.67427675856584
demo_trip_000283,demo_taxi_0058,2024-03-20T17:31:33.000,2024-03-20T17:59:51.000,1698,15.85,,,,,60.55,0.0,0.0,0.0,60.55,Cash,Demo Globe Taxi,42.017370642042955,-87.68416325731924,41.82517327516442,-87.67971583223033
demo_trip_000284,demo_taxi_0052,2024-03-18T08:47:33.000,2024-03-18T09:16:37.000,1744,15.39,,,34.0,46.0,49.19,0.0,0.0,0.0,49.19,Mobile,Demo Sun Taxi,41.84720188262056,-87.63073729217184,41.74687976084843,-87.54908796595788
demo_trip_000285,demo_taxi_0112,2024-03-21T06:02:19.000,2024-03-21T06:29:46.000,1647,14.58,,,36.0,34.0,49.55,0.0,0.0,0.0,49.55,Credit Card,Demo Sun Taxi,41.823955901016966,-87.60910325382105,41.833049218171375,-87.63366793499348
demo_trip_000286,demo_taxi_0019,2024-03-23T20:03:44.000,2024-03-23T20:07:16.000,212,1.28,,,29.0,51.0,5.84,1.08,0.0,1.05,7.97,Dispute,Demo Flash Cab,41.86078543140685,-87.73749652402364,41.69876325105832,-87.55087875319867
demo_trip_000287,demo_taxi_0068,2024-03-21T18:22:55.000,2024-03-21T18:47:29.000,1474,8.78,,,19.0,36.0,23.21,0.0,0.0,0.0,23.21,Mobile,Demo Sun Taxi,41.931552480125234,-87.75203343966562,41.81991124262049,-87.60004116384171
demo_trip_000288,demo_taxi_0065,2024-03-23T08:30:15.000,2024-03-23T08:51:11.000,1256,10.52,,,48.0,34.0,46.51,0.0,0.0,2.13,48.64,Credit Card,Demo Flash Cab,41.72616436534875,-87.55799588499913,41.84712205629734,-87.64041351467344
demo_trip_000289,demo_taxi_0056,2024-03-12T09:28:19.000,2024-03-12T09:50:52.000,1353,5.88,,,19.0,6.0,26.87,2.92,0.0,2.17,31.96,Dispute,Demo Globe Taxi,41.916890557917256,-87.77131229235255,41.936792654662966,-87.66053817868782
demo_trip_000290,demo_taxi_0096,2024-03-12T22:25:19.000,2024-03-12T22:36:11.000,652,5.6,,,13.0,75.0,23.88,0.0,0.0,0.0,23.88,Mobile,Demo City Service,41.97957220816586,-87.73769572118084,41.68302657952934,-87.66675627596986
demo_trip_000291,demo_taxi_0032,2024-03-10T17:15:50.000,2024-03-10T17:44:56.000,1746,152.5616774956309,,,13.0,59.0,1.9077412517100485,3.6,0.0,0.0,20.76,Credit Card,Demo Taxi Co,41.97631191464222,-87.73413380395314,41.83224156070354,-87.66021624964996
demo_trip_000292,demo_taxi_0114,2024-03-08T16:03:04.000,2024-03-08T16:28:32.000,1528,13.47,,,54.0,11.0,58.68,10.13,0.0,0.0,68.81,Credit Card,Demo Sun Taxi,41.68211171561688,-87.61240195464569,41.98841914216063,-87.77322138102056
demo_trip_000293,demo_taxi_0039,2024-03-19T10:01:53.000,2024-03-19T10:19:47.000,1074,6.75,,,34.0,67.0,29.08,6.84,0.0,0.0,35.92,Cash,Demo Flash Cab,41.83538266485622,-87.63218108528955,41.77552051733622,-87.65590932281928
demo_trip_000294,demo_taxi_0065,2024-03-19T09:05:46.000,2024-03-19T09:10:51.000,305,2.61,,,59.0,67.0,6.61,0.0,0.0,0.0,6.61,Cash,Demo Taxi Co,41.82680451573857,-87.65775312498253,41.78562630699487,-87.6771155851074
demo_trip_000295,demo_taxi_0062,2024-03-20T03:41:29.000,2024-03-20T03:47:01.000,332,1.97,,,67.0,34.0,9.32,2.07,0.0,0.0,11.39,Credit Card,Demo City Service,41.787359826567815,-87.66919989514328,41.84717139072332,-87.63221405200994
demo_trip_000296,demo_taxi_0101,2024-03-07T18:47:35.000,2024-03-07T19:03:51.000,976,6.62,,,,,18.74,4.48,0.0,0.0,23.22,Cash,Demo Sun Taxi,41.826735287268555,-87.67357175383292,41.67980153397999,-87.61312348021559
demo_trip_000297,demo_taxi_0052,2024-03-14T04:26:53.000,2024-03-14T04:49:46.000,1373,12.59,,,35.0,59.0,61.72,0.0,0.0,0.0,61.72,Cash,Demo Taxi Co,41.83471977067959,-87.61991863217663,41.83704329327845,-87.67442781517458
demo_trip_000298,demo_taxi_0034,2024-03-08T00:04:46.000,2024-03-08T00:44:39.000,2393,12.82,,,10.0,67.0,34.32,0.0,0.0,0.0,34.32,Credit Card,Demo City Service,41.982338459050766,-87.800127965985,41.76168897487377,-87.6780973829546
demo_trip_000299,demo_taxi_0002,2024-03-22T18:24:16.000,2024-03-22T18:54:02.000,1786,6.92,,,59.0,19.0,21.42,0.0,0.0,0.0,21.42,Credit Card,Demo City Service,41.827207587992376,-87.67393472436359,41.928943769565,-87.78877835932957
demo_trip_000300,demo_taxi_0043,2024-03-09T22:59:03.000,2024-03-09T23:20:00.000,1257,3.65,,,34.0,46.0,15.42,2.98,0.0,0.0,18.4,Credit Card,Demo Sun Taxi,41.83111119852713,-87.6359280963265,41.73584390661909,-87.53475102436852
demo_trip_000301,demo_taxi_0099,2024-03-07T18:14:39.000,2024-03-07T18:14:39.000,0,5.61,,,10.0,75.0,15.95,1.96,0.0,0.0,17.91,Mobile,Demo Globe Taxi,41.994192777983294,-87.78560935981336,41.994192777983294,-87.78560935981336
demo_trip_000302,demo_taxi_0001,2024-03-15T13:29:08.000,2024-03-15T13:38:22.000,554,3.77,,,48.0,36.0,11.17,0.0,0.0,0.0,11.17,Credit Card,Demo Sun Taxi,41.73350510752135,-87.57496866872562,41.82617788050465,-87.60549926911207
demo_trip_000303,demo_taxi_0107,2024-03-22T14:32:05.000,2024-03-22T14:40:17.000,492,3.38,,,59.0,59.0,8.54,1.46,0.0,0.0,10.0,Cash,Demo City Service,41.82850513126543,-87.6872321618982,41.82461526137912,-87.66701357168427
demo_trip_000304,demo_taxi_0065,2024-03-23T12:19:58.000,2024-03-23T12:25:37.000,339,0.85,,,,,3.88,0.0,0.0,0.0,3.88,Cash,Demo Taxi Co,42.00974152083459,-87.67140126540345,41.95105228209227,-87.68698471529403
demo_trip_000305,demo_taxi_0016,2024-03-06T10:26:28.000,2024-03-06T11:03:12.000,2204,5.35,,,54.0,23.0,13.88,0.0,0.0,0.0,13.88,Dispute,Demo Taxi Co,41.659179290073,-87.60437957577186,41.89844766880141,-87.72850886871906
demo_trip_000306,demo_taxi_0036,2024-03-10T15:28:39.000,2024-03-10T15:32:14.000,215,1.92,,,35.0,10.0,7.84,1.72,0.0,0.0,9.56,Unknown,Demo Sun Taxi,41.8298816618413,-87.61332204370325,41.982243565055384,-87.80053664877506
demo_trip_000307,demo_taxi_0066,2024-03-07T12:28:13.000,2024-03-07T13:03:10.000,2097,15.6,,,48.0,75.0,61.71,0.0,0.0,0.0,61.71,No Charge,Demo City Service,41.73663589019846,-87.58832647489763,41.68701898020126,-87.65195274103829
demo_trip_000308,demo_taxi_0037,2024-03-10T16:43:06.000,2024-03-10T17:07:41.000,1475,4.53,,,10.0,35.0,17.11,0.0,0.0,0.0,17.11,Cash,Demo City Service,41.992389415859066,-87.79040806718834,41.84066734156994,-87.61707298381467
demo_trip_000309,demo_taxi_0013,2024-03-15T20:34:03.000,2024-03-15T20:59:55.000,1552,4.32,,,51.0,10.0,14.85,1.78,0.0,0.0,16.63,Credit Card,Demo Flash Cab,41.66938243264337,-87.57513037589887,41.976541524066185,-87.8140860760383
demo_trip_000310,demo_taxi_0079,2024-03-09T23:03:21.000,2024-03-09T23:41:49.000,2308,7.93,,,46.0,11.0,25.76,0.0,0.0,0.0,25.76,Credit Card,Demo City Service,41.7390292586231,-87.56759564914094,41.9799640110517,-87.77181999582893
demo_trip_000311,demo_taxi_0080,2024-03-05T06:00:00.000,2024-03-05T06:32:06.000,1926,15.94,,,36.0,59.0,77.98,0.0,0.0,0.0,77.98,Cash,Demo Flash Cab,41.8309260232077,-87.60587583417446,41.82616827667016,-87.67808565685932
demo_trip_000312,demo_taxi_0014,2024-03-14T11:24:25.000,2024-03-14T11:32:51.000,506,3.87,,,69.0,54.0,17.27,4.14,0.0,0.0,21.41,Credit Card,Demo Flash Cab,41.762801528610524,-87.61720669574846,41.6485476139614,-87.58548843129877
demo_trip_000313,demo_taxi_0033,2024-03-05T08:54:19.000,2024-03-05T09:33:09.000,2330,16.34,,,29.0,6.0,78.54,0.0,0.0,0.0,78.54,Credit Card,Demo Flash Cab,41.862106271745816,-87.70496408114347,41.93313096432807,-87.63468627623782
demo_trip_000314,demo_taxi_0029,2024-03-08T11:02:31.000,2024-03-08T11:02:31.000,0,4.01,,,69.0,6.0,17.38,0.0,0.0,0.0,17.38,Credit Card,Demo Globe Taxi,41.762901746778994,-87.62824753787794,41.762901746778994,-87.62824753787794
demo_trip_000315,demo_taxi_0079,2024-03-04T09:04:35.000,2024-03-04T09:28:38.000,1443,12.5,,,5.0,23.0,57.16,0.0,0.0,2.62,59.78,Credit Card,Demo Flash Cab,41.948558301708,-87.6802564762075,41.89334307423617,-87.70255453981117
demo_trip_000316,demo_taxi_0087,2024-03-05T07:40:18.000,2024-03-05T08:07:00.000,1602,7.57,,,48.0,29.0,37.17,0.0,0.0,0.0,37.17,Cash,Demo Globe Taxi,41.72503486833318,-87.57703614362737,41.86885589656536,-87.71054283196081
demo_trip_000317,demo_taxi_0087,2024-03-13T18:27:27.000,2024-03-13T18:39:29.000,722,3.35,,,5.0,1.0,12.17,0.0,0.0,0.81,12.98,No Charge,Demo City Service,41.94158508994255,-87.68497908593501,42.00243145235483,-87.66511222225168
demo_trip_000318,demo_taxi_0112,2024-03-21T14:13:04.000,2024-03-21T14:39:23.000,1579,8.55,,,67.0,11.0,40.76,7.48,0.0,0.0,48.24,Credit Card,Demo Globe Taxi,41.777157651931326,-87.65617217782345,41.98075924196952,-87.75982451256931
demo_trip_000319,demo_taxi_0092,2024-03-20T21:12:18.000,2024-03-20T21:38:56.000,1598,15.41,,,35.0,1.0,40.18,0.0,0.0,0.95,41.13,Credit Card,Demo Sun Taxi,41.83228294123908,-87.60635827779541,42.00874234081095,-87.66019958537333
demo_trip_000320,demo_taxi_0038,2024-03-06T03:39:58.000,2024-03-06T04:19:13.000,2355,15.03,,,1.0,23.0,41.63,0.0,0.0,0.0,41.63,Cash,Demo Sun Taxi,41.999377222287315,-87.65974955747957,41.89626060947567,-87.71863786736922
demo_trip_000321,demo_taxi_0012,2024-03-04T05:31:59.000,2024-03-04T06:08:49.000,2210,13.98,,,13.0,75.0,52.09,5.53,0.0,0.0,57.62,Credit Card,Demo City Service,41.98779812496979,-87.71655843432859,41.679122313407746,-87.68328418528604
demo_trip_000322,demo_taxi_0073,2024-03-11T12:38:29.000,2024-03-11T12:56:16.000,1067,8.85,,,5.0,54.0,32.17,5.93,0.0,0.0,38.1,Mobile,Demo Sun Taxi,41.948914778818114,-87.68434403480526,41.679607694156836,-87.60218880535861
demo_trip_000323,demo_taxi_0109,2024-03-17T06:16:56.000,2024-03-17T06:45:28.000,1712,6.09,,,75.0,51.0,21.9,4.74,0.0,0.0,26.64,Credit Card,Demo City Service,41.69553566380395,-87.66157775989136,41.69579568741826,-87.58030771155548
demo_trip_000324,demo_taxi_0117,2024-03-19T09:31:30.000,2024-03-19T10:04:52.000,2002,10.54,,,35.0,1.0,40.51,10.04,0.0,0.0,50.55,Credit Card,Demo City Service,41.840183779650836,-87.61369351915151,42.01608171873193,-87.6838831623634
demo_trip_000325,demo_taxi_0027,2024-03-21T23:51:07.000,2024-03-21T23:55:05.000,238,1.67,,,67.0,75.0,6.42,0.0,0.0,0.0,6.42,Cash,Demo Globe Taxi,41.793325062100145,-87.67243920636668,41.691165276028045,-87.64596802463434
demo_trip_000326,demo_taxi_0028,2024-03-11T08:18:52.000,2024-03-11T08:47:12.000,1700,16.37,,,1.0,51.0,76.55,12.71,0.0,0.0,89.26,Cash,Demo Sun Taxi,42.002486701924816,-87.65810587782957,41.712580490182454,-87.55046191181344
demo_trip_000327,demo_taxi_0004,2024-03-07T08:23:24.000,2024-03-07T09:00:20.000,2216,7.49,,,75.0,34.0,25.2,0.0,0.0,0.0,25.2,Cash,Demo Flash Cab,41.68461610180888,-87.68831777041237,41.83536977404904,-87.63101424577218
demo_trip_000328,demo_taxi_0016,2024-03-04T16:09:36.000,2024-03-04T16:17:02.000,446,2.5,,,48.0,5.0,8.23,0.0,0.0,0.0,8.23,Credit Card,Demo City Service,41.73622470872563,-87.574078787318,41.95707331464293,-87.6857154240461
demo_trip_000329,demo_taxi_0066,2024-03-07T14:38:38.000,2024-03-07T15:09:31.000,1853,0.0,,,6.0,35.0,71.05,14.73,0.0,0.0,85.78,Credit Card,Demo Sun Taxi,41.94593680341682,-87.63756113181046,41.83132726912819,-87.62501650656205
demo_trip_000330,demo_taxi_0065,2024-03-05T16:01:18.000,2024-03-05T16:06:32.000,314,2.41,,,10.0,36.0,9.93,0.0,0.0,0.0,9.93,Credit Card,Demo Globe Taxi,41.990547668889135,-87.77940813077741,41.818462103009715,-87.60074592487105
demo_trip_000331,demo_taxi_0044,2024-03-22T11:14:44.000,2024-03-22T11:32:36.000,1072,7.32,,,13.0,51.0,33.49,0.0,0.0,0.0,33.49,Cash,Demo Flash Cab,41.97812433702181,-87.7096248173624,41.71463406057783,-87.58378845957381
demo_trip_000332,demo_taxi_0037,2024-03-09T19:42:30.000,2024-03-09T20:15:49.000,1999,8.3,,,19.0,67.0,27.17,5.42,0.0,0.0,32.59,Credit Card,Demo City Service,41.93152912003297,-87.79033020641334,41.761387678262885,-87.6707254486645
demo_trip_000333,demo_taxi_0099,2024-03-21T07:01:21.000,2024-03-21T07:40:53.000,2372,8.6,,,19.0,59.0,21.64,5.07,0.0,0.0,26.71,Credit Card,Demo Taxi Co,41.92758907144737,-87.78492149145475,41.835951182371886,-87.67798485838274
demo_trip_000334,demo_taxi_0055,2024-03-15T12:59:17.000,2024-03-15T13:29:12.000,1795,9.03,,,59.0,13.0,43.89,0.0,0.0,0.0,43.89,Cash,Demo Taxi Co,41.82347488934713,-87.66563916927794,41.97622343069897,-87.72643722346542
demo_trip_000335,demo_taxi_0096,2024-03-15T17:24:44.000,2024-03-15T17:54:26.000,1782,7.37,,,29.0,1.0,19.24,0.0,0.0,0.0,19.24,Cash,Demo Sun Taxi,41.862959347865186,-87.71663857233717,42.021874438621204,-87.67524373736111
demo_trip_000336,demo_taxi_0115,2024-03-13T20:23:14.000,2024-03-13T20:35:49.000,755,6.26,,,23.0,29.0,26.29,0.0,0.0,0.0,26.29,Credit Card,Demo Flash Cab,41.89563285705021,-87.69706589172695,41.856802397262896,-87.71751166788701
demo_trip_000337,demo_taxi_0038,2024-03-21T11:32:07.000,2024-03-21T12:05:39.000,2012,15.35,,,67.0,69.0,50.73,0.0,0.0,0.0,50.73,Dispute,Demo Flash Cab,41.77195308073229,-87.66292385924129,41.760604292363865,-87.63258310292645
demo_trip_000338,demo_taxi_0024,2024-03-04T15:38:52.000,2024-03-04T16:06:14.000,1642,13.93,,,5.0,29.0,49.57,0.0,0.0,0.0,49.57,Cash,Demo Sun Taxi,41.95614050007368,-87.6801445281485,41.86554970705166,-87.69760220365845
demo_trip_000339,demo_taxi_0114,2024-03-05T05:27:19.000,2024-03-05T06:05:12.000,2273,7.97,,,13.0,5.0,36.62,0.0,0.0,0.0,36.62,No Charge,Demo Flash Cab,41.98423518277892,-87.70807877685975,41.958409794728496,-87.68662447675705
demo_trip_000340,demo_taxi_0076,2024-03-12T07:53:38.000,2024-03-12T08:18:56.000,1518,6.9,,,13.0,1.0,24.49,0.0,0.0,0.0,24.49,Credit Card,Demo Flash Cab,41.98521792889766,-87.71629481750186,42.01963607132289,-87.67320836810488
demo_trip_000341,demo_taxi_0034,2024-03-12T05:57:42.000,2024-03-12T06:02:09.000,267,2.13,,,23.0,69.0,6.09,0.0,0.0,0.0,6.09,Cash,Demo City Service,41.88988845678735,-87.74025325880997,41.772478859708784,-87.6037418624661
demo_trip_000342,demo_taxi_0074,2024-03-15T18:12:50.000,2024-03-15T18:34:44.000,1314,4.53,,,54.0,48.0,19.87,2.12,0.0,0.0,21.99,Credit Card,Demo Flash Cab,41.68278374915537,-87.6062051828803,41.72940026324723,-87.58272014084815
demo_trip_000343,demo_taxi_0061,2024-03-19T09:42:37.000,2024-03-19T10:14:16.000,1899,6.29,,,51.0,69.0,16.04,0.0,0.0,0.0,16.04,Credit Card,Demo City Service,41.716607497739055,-87.57813961122086,41.76610712877992,-87.5975910744481
demo_trip_000344,demo_taxi_0108,2024-03-16T18:18:42.000,2024-03-16T18:50:51.000,1929,9.83,,,75.0,1.0,31.33,0.0,0.0,0.0,31.33,Credit Card,Demo Taxi Co,41.682802812627315,-87.67105414099652,42.00334087858706,-87.67929617393793
demo_trip_000345,demo_taxi_0030,2024-03-09T05:59:50.000,2024-03-09T06:17:07.000,1037,3.75,,,54.0,59.0,14.42,0.0,0.0,0.0,14.42,Credit Card,Demo Taxi Co,41.646432657243736,-87.6051979310354,41.82385110073935,-87.66021365628369
demo_trip_000346,demo_taxi_0118,2024-03-10T20:15:56.000,2024-03-10T20:25:15.000,559,1.57,,,34.0,1.0,5.64,1.29,0.0,0.0,6.93,Mobile,Demo Taxi Co,41.85049142402811,-87.63013461168651,42.01802715220679,-87.6728652736015
demo_trip_000347,demo_taxi_0112,2024-03-19T19:17:02.000,2024-03-19T19:52:11.000,2109,9.63,,,51.0,19.0,39.01,0.0,0.0,0.0,39.01,Mobile,Demo Sun Taxi,41.71924310349928,-87.55196797301727,41.93445069631607,-87.77061923521354
demo_trip_000348,demo_taxi_0021,2024-03-08T06:42:44.000,2024-03-08T07:16:11.000,2007,17.64,,,34.0,10.0,60.92,11.36,0.0,0.0,72.28,Credit Card,Demo City Service,41.857605680140146,-87.63440249215577,41.99917027689316,-87.80237268564088
demo_trip_000349,demo_taxi_0019,2024-03-14T02:47:10.000,2024-03-14T03:22:41.000,2131,5.64,,,51.0,54.0,19.61,0.0,0.0,0.0,19.61,Credit Card,Demo Flash Cab,41.71849672454187,-87.55072541864973,41.65867977173697,-87.61638998206148
demo_trip_000350,demo_taxi_0063,2024-03-15T05:07:53.000,2024-03-15T05:35:41.000,1668,0.0,,,46.0,11.0,36.38,6.26,0.0,0.0,42.64,Credit Card,Demo Sun Taxi,41.74829910709876,-87.55639466946839,41.98442155124323,-87.76971433616778
demo_trip_000351,demo_taxi_0005,2024-03-19T19:33:02.000,2024-03-19T20:06:41.000,2019,13.01,,,23.0,5.0,61.38,0.0,0.0,0.72,62.1,Cash,Demo City Service,41.90356443022737,-87.7316877474851,41.957705891862986,-87.67667734363216
demo_trip_000352,demo_taxi_0035,2024-03-19T08:20:14.000,2024-03-19T08:38:08.000,1074,6.66,,,69.0,54.0,16.94,3.45,0.0,0.0,20.39,Credit Card,Demo Sun Taxi,41.77008347231661,-87.62275628556247,41.64932069574555,-87.58342531337985
demo_trip_000353,demo_taxi_0052,2024-03-13T15:36:11.000,2024-03-13T16:08:00.000,1909,11.48,,,59.0,11.0,55.67,0.0,0.0,0.0,55.67,Cash,Demo Sun Taxi,41.82854668462075,-87.66627995880832,41.9967012914475,-87.77765970287237
demo_trip_000354,demo_taxi_0116,2024-03-10T12:33:36.000,2024-03-10T12:54:39.000,1263,2.97,,,75.0,6.0,10.08,0.0,0.0,0.0,10.08,Credit Card,Demo Globe Taxi,41.683580313329706,-87.68429078118795,41.93751170316537,-87.65025001392738
demo_trip_000355,demo_taxi_0119,2024-03-11T19:59:00.000,2024-03-11T20:31:23.000,1943,5.01,,,,,17.1,3.11,0.0,0.0,20.21,Cash,Demo Sun Taxi,41.64985166566494,-87.58922606484109,41.90467766743708,-87.71633805325857
demo_trip_000356,demo_taxi_0018,2024-03-12T14:56:01.000,2024-03-12T15:04:25.000,504,3.05,,,23.0,23.0,13.16,0.0,0.0,0.0,13.16,Mobile,Demo City Service,41.896582028958456,-87.73989029300503,41.8996598418493,-87.73895645731135
demo_trip_000357,demo_taxi_0107,2024-03-08T14:39:30.000,2024-03-08T14:53:28.000,838,7.95,,,54.0,35.0,27.59,0.0,0.0,0.0,27.59,Credit Card,Demo Taxi Co,41.659596318725214,-87.60074284335982,41.84326068586327,-87.62940451326301
demo_trip_000358,demo_taxi_0010,2024-03-17T23:40:58.000,2024-03-17T23:51:53.000,655,3.46,,,23.0,75.0,13.98,0.0,0.0,0.0,13.98,Mobile,Demo Globe Taxi,41.89323475598927,-87.73555854946252,41.690759482555514,-87.68656676168638
demo_trip_000359,demo_taxi_0089,2024-03-08T07:53:31.000,2024-03-08T08:11:33.000,1082,6.24,,,51.0,67.0,29.7,0.0,0.0,0.0,29.7,Mobile,Demo Globe Taxi,41.68663854438143,-87.57046856496626,41.78048979327301,-87.66498357038498
demo_trip_000360,demo_taxi_0101,2024-03-17T19:11:26.000,2024-03-17T19:44:34.000,1988,19.06,,,5.0,51.0,87.97,0.0,0.0,1.99,89.96,Cash,Demo City Service,41.9480931968764,-87.68129533918699,41.705479616345954,-87.56827064002535
demo_trip_000361,demo_taxi_0106,2024-03-19T04:43:39.000,2024-03-19T04:50:54.000,435,3.51,,,5.0,48.0,13.3,0.0,0.0,0.0,13.3,Credit Card,Demo Globe Taxi,41.949805354556965,-87.69163180042067,41.723908408646906,-87.56424824784254
demo_trip_000362,demo_taxi_0026,2024-03-24T13:46:33.000,2024-03-24T14:16:34.000,1801,14.4,,,23.0,10.0,61.8,0.0,0.0,0.0,61.8,Cash,Demo Globe Taxi,41.89793885757364,-87.7184030156635,41.987228736783806,-87.81505790990003
demo_trip_000363,demo_taxi_0107,2024-03-06T20:07:23.000,2024-03-06T20:41:06.000,2023,12.15,,,69.0,51.0,42.3,0.0,0.0,0.0,42.3,Credit Card,Demo Taxi Co,41.76761377611345,-87.6248811428252,41.70837558966019,-87.582506652619
demo_trip_000364,demo_taxi_0013,2024-03-19T17:52:35.000,2024-03-19T18:20:24.000,1669,14.95,,,54.0,54.0,66.38,0.0,0.0,0.0,66.38,No Charge,Demo Sun Taxi,41.66327950920033,-87.6118648048423,41.679081666731804,-87.60698398371004
demo_trip_000365,demo_taxi_0062,2024-03-05T17:41:00.000,2024-03-05T18:07:54.000,1614,10.62,,,10.0,13.0,31.07,0.0,0.0,0.0,31.07,Cash,Demo Sun Taxi,41.981503346671936,-87.7889232756819,41.98811010232275,-87.73408570185772
demo_trip_000366,demo_taxi_0056,2024-03-11T09:20:14.000,2024-03-11T09:28:21.000,487,3.48,,,19.0,54.0,9.1,0.0,0.0,0.0,9.1,Cash,Demo Flash Cab,41.92301478328259,-87.74211377648865,41.67769647081007,-87.61139421074267
demo_trip_000367,demo_taxi_0037,2024-03-07T12:29:40.000,2024-03-07T12:55:20.000,1540,12.52,,,13.0,54.0,48.22,0.0,0.0,0.0,48.22,Cash,Demo Flash Cab,41.983955068972186,-87.72625205159694,41.65372927860466,-87.58554204042488
demo_trip_000368,demo_taxi_0002,2024-03-07T11:29:20.000,2024-03-07T11:40:42.000,682,3.6,,,13.0,46.0,10.94,0.0,0.0,0.0,10.94,Credit Card,Demo City Service,41.9934260341509,-87.72908241382855,41.735447478426295,-87.54693588198357
demo_trip_000369,demo_taxi_0092,2024-03-07T15:55:03.000,2024-03-07T16:07:09.000,726,6.8,,,1.0,36.0,29.39,0.0,0.0,0.0,29.39,Cash,Demo Sun Taxi,42.01219593346225,-87.67997974564516,41.817169861073786,-87.59739780475445
demo_trip_000370,demo_taxi_0040,2024-03-04T13:58:07.000,2024-03-04T14:32:59.000,2092,20.15,,,36.0,5.0,55.48,7.48,0.0,0.0,62.96,Mobile,Demo City Service,41.82569381976697,-87.60735907738945,41.95132144207203,-87.6868075511837
demo_trip_000371,demo_taxi_0079,2024-03-21T10:48:51.000,2024-03-21T11:14:36.000,1545,10.24,,,59.0,51.0,25.82,0.0,0.0,0.0,25.82,Credit Card,Demo Flash Cab,41.83341976262363,-87.67861993099673,41.67456548845589,-87.57441262506356
demo_trip_000372,demo_taxi_0049,2024-03-05T10:39:19.000,2024-03-05T11:19:04.000,2385,9.27,,,5.0,23.0,38.83,0.0,0.0,0.0,38.83,Credit Card,Demo City Service,41.949434887712954,-87.68699310757836,41.91000088487568,-87.7182672055254
