time,temperature_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,windspeed_10m,windgusts_10m,weather_code,cloud_cover,zone,latitude,longitude
2024-03-12 10:00:00,7.1,4.2,0.0,0.0,0.0,0.03,24.8,30.2,0,44,0,41.88575002073601,-87.62881448348256
2024-03-12 11:00:00,7.5,6.4,0.0,0.0,0.0,0.03,25.6,40.6,0,70,0,41.88575002073601,-87.62881448348256
2024-03-12 12:00:00,8.4,6.0,0.0,0.0,0.0,0.03,13.8,23.5,0,65,0,41.88575002073601,-87.62881448348256
2024-03-12 13:00:00,8.5,6.1,0.0,0.0,0.0,0.03,9.5,14.8,0,29,0,41.88575002073601,-87.62881448348256
2024-03-12 14:00:00,7.8,5.1,0.0,0.0,0.0,0.03,28.4,39.4,2,88,0,41.88575002073601,-87.62881448348256
2024-03-12 15:00:00,7.3,5.4,0.0,0.0,0.0,0.03,6.5,18.0,2,0,0,41.88575002073601,-87.62881448348256
2024-03-12 16:00:00,5.7,4.3,0.0,0.0,0.0,0.03,17.1,26.0,2,82,0,41.88575002073601,-87.62881448348256
2024-03-12 17:00:00,5.5,4.5,0.0,0.0,0.0,0.03,20.3,24.0,2,51,0,41.88575002073601,-87.62881448348256
2024-03-12 18:00:00,3.0,1.1,0.0,0.0,0.0,0.03,5.5,18.1,0,80,0,41.88575002073601,-87.62881448348256
2024-03-12 19:00:00,1.4,-0.5,0.0,0.0,0.0,0.03,22.9,35.4,0,91,0,41.88575002073601,-87.62881448348256
2024-03-12 20:00:00,4.8,3.1,0.21,0.21,0.0,0.03,8.6,20.5,2,44,0,41.88575002073601,-87.62881448348256
2024-03-12 21:00:00,1.8,-0.5,0.0,0.0,0.0,0.03,12.2,24.1,1,45,0,41.88575002073601,-87.62881448348256
2024-03-12 22:00:00,3.2,1.2,0.0,0.0,0.0,0.03,34.8,41.8,2,63,0,41.88575002073601,-87.62881448348256
2024-03-12 23:00:00,-0.3,-1.5,0.0,0.0,0.0,0.03,21.8,30.2,0,27,0,41.88575002073601,-87.62881448348256
2024-03-13 00:00:00,3.6,2.5,0.0,0.0,0.0,0.03,34.0,44.6,1,47,0,41.88575002073601,-87.62881448348256
2024-03-13 01:00:00,0.3,-2.5,0.0,0.0,0.0,0.03,19.8,23.9,1,45,0,41.88575002073601,-87.62881448348256
2024-03-13 02:00:00,2.3,-0.2,0.47,0.47,0.0,0.03,29.1,39.0,2,25,0,41.88575002073601,-87.62881448348256
2024-03-13 03:00:00,1.2,-0.7,0.0,0.0,0.0,0.03,6.1,9.6,61,43,0,41.88575002073601,-87.62881448348256
2024-03-13 04:00:00,2.2,0.3,0.0,0.0,0.0,0.03,13.7,26.8,1,74,0,41.88575002073601,-87.62881448348256
2024-03-13 05:00:00,2.8,1.6,0.0,0.0,0.0,0.03,13.5,17.1,3,72,0,41.88575002073601,-87.62881448348256
2024-03-13 06:00:00,3.3,1.7,0.0,0.0,0.0,0.03,7.1,19.1,2,51,0,41.88575002073601,-87.62881448348256
2024-03-13 07:00:00,6.5,3.9,1.91,1.91,0.0,0.03,33.6,38.4,61,57,0,41.88575002073601,-87.62881448348256
2024-03-13 08:00:00,6.0,4.7,0.0,0.0,0.0,0.03,20.1,34.2,3,47,0,41.88575002073601,-87.62881448348256
2024-03-13 09:00:00,8.1,6.9,0.0,0.0,0.0,0.03,22.8,33.3,0,11,0,41.88575002073601,-87.62881448348256
2024-03-13 10:00:00,8.8,6.7,0.0,0.0,0.0,0.03,20.6,28.2,0,30,0,41.88575002073601,-87.62881448348256
2024-03-13 11:00:00,10.0,7.3,0.0,0.0,0.0,0.03,12.5,15.0,61,79,0,41.88575002073601,-87.62881448348256
2024-03-13 12:00:00,8.6,6.9,0.9,0.9,0.0,0.03,32.7,42.6,1,85,0,41.88575002073601,-87.62881448348256
2024-03-13 13:00:00,5.6,3.3,0.0,0.0,0.0,0.03,25.1,32.0,1,34,0,41.88575002073601,-87.62881448348256
2024-03-13 14:00:00,7.0,4.2,0.0,0.0,0.0,0.03,8.7,21.1,2,83,0,41.88575002073601,-87.62881448348256
2024-03-13 15:00:00,6.8,4.0,0.0,0.0,0.0,0.03,18.9,31.2,0,25,0,41.88575002073601,-87.62881448348256
2024-03-13 16:00:00,6.0,4.1,0.0,0.0,0.0,0.03,5.0,16.0,3,42,0,41.88575002073601,-87.62881448348256
2024-03-13 17:00:00,7.0,5.4,0.0,0.0,0.0,0.03,25.2,30.7,1,52,0,41.88575002073601,-87.62881448348256
2024-03-13 18:00:00,5.7,3.6,0.0,0.0,0.0,0.03,20.7,25.0,3,48,0,41.88575002073601,-87.62881448348256
2024-03-13 19:00:00,2.7,-0.1,0.0,0.0,0.0,0.03,32.1,40.6,2,38,0,41.88575002073601,-87.62881448348256
2024-03-13 20:00:00,5.6,3.3,1.59,1.59,0.0,0.03,33.4,41.3,0,58,0,41.88575002073601,-87.62881448348256
2024-03-13 21:00:00,0.6,-2.3,0.0,0.0,0.0,0.03,7.9,18.7,71,74,0,41.88575002073601,-87.62881448348256
2024-03-13 22:00:00,0.1,-2.0,0.0,0.0,0.0,0.03,7.7,16.6,1,19,0,41.88575002073601,-87.62881448348256
2024-03-13 23:00:00,-1.5,-2.5,0.0,0.0,0.0,0.03,32.0,40.4,3,58,0,41.88575002073601,-87.62881448348256
2024-03-14 00:00:00,-2.3,-4.2,0.0,0.0,0.0,0.03,20.4,28.6,0,79,0,41.88575002073601,-87.62881448348256
2024-03-14 01:00:00,-1.6,-4.4,0.0,0.0,0.0,0.03,19.1,27.6,1,45,0,41.88575002073601,-87.62881448348256
2024-03-14 02:00:00,2.1,1.0,0.0,0.0,0.0,0.03,22.1,35.5,2,41,0,41.88575002073601,-87.62881448348256
2024-03-14 03:00:00,2.3,0.0,0.0,0.0,0.0,0.03,19.0,23.2,2,34,0,41.88575002073601,-87.62881448348256
2024-03-14 04:00:00,0.7,-1.1,0.0,0.0,0.0,0.03,23.4,25.7,61,100,0,41.88575002073601,-87.62881448348256
2024-03-14 05:00:00,3.1,1.3,0.0,0.0,0.0,0.03,33.5,38.4,3,92,0,41.88575002073601,-87.62881448348256
2024-03-14 06:00:00,5.2,3.1,0.37,0.37,0.0,0.03,23.2,29.2,0,48,0,41.88575002073601,-87.62881448348256
2024-03-14 07:00:00,2.0,0.2,0.0,0.0,0.0,0.03,14.6,24.6,3,85,0,41.88575002073601,-87.62881448348256
2024-03-14 08:00:00,8.7,5.8,0.0,0.0,0.0,0.03,11.4,24.4,61,42,0,41.88575002073601,-87.62881448348256
2024-03-14 09:00:00,8.4,6.8,0.0,0.0,0.0,0.03,34.0,45.3,61,51,0,41.88575002073601,-87.62881448348256
2024-03-14 10:00:00,8.7,6.2,0.0,0.0,0.0,0.03,22.4,37.4,61,29,0,41.88575002073601,-87.62881448348256
2024-03-14 11:00:00,9.7,8.5,0.0,0.0,0.0,0.03,22.0,24.0,2,9,0,41.88575002073601,-87.62881448348256
2024-03-14 12:00:00,4.9,3.3,0.0,0.0,0.0,0.03,6.0,10.5,3,40,0,41.88575002073601,-87.62881448348256
2024-03-14 13:00:00,7.5,6.2,0.0,0.0,0.0,0.03,32.6,35.7,2,44,0,41.88575002073601,-87.62881448348256
2024-03-14 14:00:00,9.4,7.9,0.46,0.46,0.0,0.03,19.1,29.7,0,66,0,41.88575002073601,-87.62881448348256
2024-03-14 15:00:00,6.8,4.7,0.0,0.0,0.0,0.03,35.0,42.5,3,71,0,41.88575002073601,-87.62881448348256
2024-03-14 16:00:00,7.1,5.4,0.0,0.0,0.0,0.03,10.0,16.1,0,52,0,41.88575002073601,-87.62881448348256
2024-03-14 17:00:00,7.2,6.1,0.0,0.0,0.0,0.03,14.8,20.9,1,30,0,41.88575002073601,-87.62881448348256
2024-03-14 18:00:00,5.1,2.3,0.0,0.0,0.0,0.03,11.3,24.9,0,39,0,41.88575002073601,-87.62881448348256
2024-03-14 19:00:00,2.6,0.2,0.0,0.0,0.0,0.03,16.4,19.3,0,95,0,41.88575002073601,-87.62881448348256
2024-03-14 20:00:00,2.9,-0.0,0.0,0.0,0.0,0.03,34.3,40.4,3,71,0,41.88575002073601,-87.62881448348256
2024-03-14 21:00:00,-1.3,-3.9,0.0,0.0,0.0,0.03,17.4,25.9,1,91,0,41.88575002073601,-87.62881448348256
2024-03-14 22:00:00,1.3,-0.8,0.0,0.0,0.0,0.03,29.8,37.2,1,99,0,41.88575002073601,-87.62881448348256
2024-03-14 23:00:00,1.3,-0.7,0.0,0.0,0.0,0.03,27.7,38.6,1,39,0,41.88575002073601,-87.62881448348256
2024-03-15 00:00:00,0.2,-2.7,0.0,0.0,0.0,0.03,13.9,23.8,2,76,0,41.88575002073601,-87.62881448348256
2024-03-15 01:00:00,1.9,0.0,0.0,0.0,0.0,0.03,22.4,34.8,0,32,0,41.88575002073601,-87.62881448348256
2024-03-15 02:00:00,1.0,-1.1,0.0,0.0,0.0,0.03,30.6,43.5,1,81,0,41.88575002073601,-87.62881448348256
2024-03-15 03:00:00,1.4,-0.3,0.0,0.0,0.0,0.03,23.3,30.5,0,76,0,41.88575002073601,-87.62881448348256
2024-03-15 04:00:00,4.7,3.2,0.0,0.0,0.0,0.03,12.9,26.2,71,2,0,41.88575002073601,-87.62881448348256
2024-03-15 05:00:00,1.5,-1.2,0.43,0.43,0.0,0.03,30.9,41.1,0,65,0,41.88575002073601,-87.62881448348256
2024-03-15 06:00:00,6.1,4.6,0.0,0.0,0.0,0.03,21.7,34.9,61,34,0,41.88575002073601,-87.62881448348256
2024-03-15 07:00:00,7.0,5.7,0.0,0.0,0.0,0.03,34.4,42.5,0,46,0,41.88575002073601,-87.62881448348256
2024-03-15 08:00:00,7.3,4.8,0.0,0.0,0.0,0.03,24.7,27.0,0,39,0,41.88575002073601,-87.62881448348256
2024-03-15 09:00:00,6.2,3.5,0.0,0.0,0.0,0.03,18.5,29.0,61,78,0,41.88575002073601,-87.62881448348256
2024-03-15 10:00:00,8.0,5.1,0.0,0.0,0.0,0.03,18.1,32.6,2,38,0,41.88575002073601,-87.62881448348256
2024-03-15 11:00:00,6.7,4.3,0.0,0.0,0.0,0.03,31.4,45.5,0,23,0,41.88575002073601,-87.62881448348256
2024-03-15 12:00:00,7.2,5.5,0.78,0.78,0.0,0.03,34.4,38.4,1,35,0,41.88575002073601,-87.62881448348256
2024-03-15 13:00:00,8.1,6.0,0.0,0.0,0.0,0.03,17.3,25.7,0,50,0,41.88575002073601,-87.62881448348256
2024-03-15 14:00:00,6.1,4.8,0.0,0.0,0.0,0.03,9.9,23.2,0,65,0,41.88575002073601,-87.62881448348256
2024-03-15 15:00:00,6.5,5.1,0.0,0.0,0.0,0.03,6.2,13.6,0,85,0,41.88575002073601,-87.62881448348256
2024-03-15 16:00:00,4.3,1.6,0.0,0.0,0.0,0.03,14.7,23.4,0,68,0,41.88575002073601,-87.62881448348256
2024-03-15 17:00:00,6.0,3.3,0.0,0.0,0.0,0.03,15.3,30.2,0,70,0,41.88575002073601,-87.62881448348256
2024-03-15 18:00:00,6.5,4.9,0.0,0.0,0.0,0.03,17.8,26.1,1,73,0,41.88575002073601,-87.62881448348256
2024-03-15 19:00:00,6.3,4.5,0.0,0.0,0.0,0.03,9.4,13.8,3,75,0,41.88575002073601,-87.62881448348256
2024-03-15 20:00:00,0.4,-2.5,0.0,0.0,0.0,0.03,19.8,22.3,1,81,0,41.88575002073601,-87.62881448348256
2024-03-15 21:00:00,-0.1,-1.9,0.0,0.0,0.0,0.03,33.3,41.3,1,100,0,41.88575002073601,-87.62881448348256
2024-03-15 22:00:00,0.5,-1.2,0.0,0.0,0.0,0.03,12.0,20.7,0,75,0,41.88575002073601,-87.62881448348256
2024-03-15 23:00:00,1.4,-0.0,0.0,0.0,0.0,0.03,25.5,39.5,71,62,0,41.88575002073601,-87.62881448348256
2024-03-16 00:00:00,-0.1,-2.0,0.0,0.0,0.0,0.03,6.1,18.4,0,43,0,41.88575002073601,-87.62881448348256
2024-03-16 01:00:00,1.8,0.0,1.1,1.1,0.0,0.03,24.3,27.1,0,63,0,41.88575002073601,-87.62881448348256
2024-03-16 02:00:00,1.5,-1.0,0.0,0.0,0.0,0.03,33.1,45.7,61,84,0,41.88575002073601,-87.62881448348256
2024-03-16 03:00:00,-1.3,-3.0,0.0,0.0,0.0,0.03,13.5,16.4,1,25,0,41.88575002073601,-87.62881448348256
2024-03-16 04:00:00,2.3,0.3,0.0,0.0,0.0,0.03,29.5,31.7,0,86,0,41.88575002073601,-87.62881448348256
2024-03-16 05:00:00,1.3,-0.4,1.61,1.61,0.0,0.03,7.5,16.6,2,44,0,41.88575002073601,-87.62881448348256
2024-03-16 06:00:00,3.3,1.7,0.0,0.0,0.0,0.03,15.7,24.6,0,49,0,41.88575002073601,-87.62881448348256
2024-03-16 07:00:00,4.6,3.1,0.0,0.0,0.0,0.03,5.2,11.3,0,68,0,41.88575002073601,-87.62881448348256
2024-03-16 08:00:00,7.3,5.3,0.0,0.0,0.0,0.03,15.7,23.6,1,42,0,41.88575002073601,-87.62881448348256
2024-03-16 09:00:00,7.0,5.1,0.0,0.0,0.0,0.03,14.3,28.3,71,66,0,41.88575002073601,-87.62881448348256
2024-03-16 10:00:00,6.9,5.8,0.0,0.0,0.0,0.03,25.8,36.6,71,26,0,41.88575002073601,-87.62881448348256
2024-03-16 11:00:00,11.2,8.3,0.36,0.36,0.0,0.03,13.8,20.3,2,77,0,41.88575002073601,-87.62881448348256
2024-03-16 12:00:00,6.8,5.1,0.0,0.0,0.0,0.03,29.7,43.8,0,60,0,41.88575002073601,-87.62881448348256
2024-03-16 13:00:00,8.5,5.9,0.0,0.0,0.0,0.03,13.7,17.9,1,55,0,41.88575002073601,-87.62881448348256
2024-03-16 14:00:00,8.6,5.8,0.0,0.0,0.0,0.03,11.7,16.0,61,62,0,41.88575002073601,-87.62881448348256
2024-03-16 15:00:00,7.2,6.2,0.0,0.0,0.0,0.03,19.8,24.9,2,54,0,41.88575002073601,-87.62881448348256
2024-03-16 16:00:00,4.8,3.6,0.0,0.0,0.0,0.03,24.7,29.7,0,66,0,41.88575002073601,-87.62881448348256
2024-03-16 17:00:00,3.8,2.4,0.0,0.0,0.0,0.03,31.7,34.6,71,50,0,41.88575002073601,-87.62881448348256
2024-03-16 18:00:00,5.1,2.3,0.0,0.0,0.0,0.03,29.4,35.4,61,48,0,41.88575002073601,-87.62881448348256
2024-03-16 19:00:00,4.7,2.6,0.0,0.0,0.0,0.03,20.7,29.9,0,11,0,41.88575002073601,-87.62881448348256
2024-03-16 20:00:00,2.1,0.5,0.0,0.0,0.0,0.03,34.3,39.2,2,89,0,41.88575002073601,-87.62881448348256
2024-03-16 21:00:00,-0.6,-1.7,0.0,0.0,0.0,0.03,13.9,17.3,3,26,0,41.88575002073601,-87.62881448348256
2024-03-16 22:00:00,0.7,-0.4,0.0,0.0,0.0,0.03,35.0,45.4,0,95,0,41.88575002073601,-87.62881448348256
2024-03-16 23:00:00,2.6,0.4,0.0,0.0,0.0,0.03,16.6,24.0,61,49,0,41.88575002073601,-87.62881448348256
2024-03-17 00:00:00,-1.3,-3.7,0.0,0.0,0.0,0.03,12.9,23.4,0,85,0,41.88575002073601,-87.62881448348256
2024-03-17 01:00:00,-0.2,-1.9,0.0,0.0,0.0,0.03,16.5,21.7,1,81,0,41.88575002073601,-87.62881448348256
2024-03-17 02:00:00,0.8,-0.8,0.0,0.0,0.0,0.03,22.6,34.4,61,79,0,41.88575002073601,-87.62881448348256
2024-03-17 03:00:00,3.0,0.4,0.0,0.0,0.0,0.03,19.2,33.9,61,56,0,41.88575002073601,-87.62881448348256
2024-03-17 04:00:00,1.4,-1.4,0.0,0.0,0.0,0.03,6.5,11.9,0,25,0,41.88575002073601,-87.62881448348256
2024-03-17 05:00:00,3.9,2.1,0.65,0.65,0.0,0.03,15.7,26.0,3,50,0,41.88575002073601,-87.62881448348256
2024-03-17 06:00:00,6.3,3.8,0.58,0.58,0.0,0.03,19.8,31.7,2,47,0,41.88575002073601,-87.62881448348256
2024-03-17 07:00:00,3.0,0.2,0.0,0.0,0.0,0.03,24.9,34.0,3,52,0,41.88575002073601,-87.62881448348256
2024-03-17 08:00:00,4.2,2.4,0.0,0.0,0.0,0.03,33.6,39.4,1,24,0,41.88575002073601,-87.62881448348256
2024-03-17 09:00:00,6.9,5.5,0.0,0.0,0.0,0.03,33.7,38.5,71,48,0,41.88575002073601,-87.62881448348256
2024-03-17 10:00:00,9.1,7.4,0.0,0.0,0.0,0.03,20.4,30.8,2,0,0,41.88575002073601,-87.62881448348256
2024-03-17 11:00:00,8.5,7.4,1.82,1.82,0.0,0.03,22.1,30.3,3,47,0,41.88575002073601,-87.62881448348256
2024-03-17 12:00:00,9.8,8.7,0.94,0.94,0.0,0.03,25.9,38.8,1,58,0,41.88575002073601,-87.62881448348256
2024-03-17 13:00:00,5.5,2.8,0.0,0.0,0.0,0.03,30.1,33.2,1,35,0,41.88575002073601,-87.62881448348256
2024-03-17 14:00:00,8.1,5.4,0.0,0.0,0.0,0.03,27.4,29.8,0,48,0,41.88575002073601,-87.62881448348256
2024-03-17 15:00:00,2.7,0.4,0.0,0.0,0.0,0.03,26.6,33.4,0,59,0,41.88575002073601,-87.62881448348256
2024-03-17 16:00:00,8.2,5.4,0.0,0.0,0.0,0.03,18.4,26.6,61,80,0,41.88575002073601,-87.62881448348256
2024-03-17 17:00:00,7.0,4.1,0.0,0.0,0.0,0.03,31.1,41.4,1,81,0,41.88575002073601,-87.62881448348256
2024-03-17 18:00:00,3.7,1.3,0.0,0.0,0.0,0.03,24.9,28.4,1,63,0,41.88575002073601,-87.62881448348256
2024-03-17 19:00:00,-0.3,-3.2,0.0,0.0,0.0,0.03,9.8,19.4,0,54,0,41.88575002073601,-87.62881448348256
2024-03-17 20:00:00,1.9,-1.0,0.0,0.0,0.0,0.03,23.0,35.5,2,64,0,41.88575002073601,-87.62881448348256
2024-03-17 21:00:00,3.0,1.5,0.0,0.0,0.0,0.03,14.3,28.1,1,100,0,41.88575002073601,-87.62881448348256
2024-03-17 22:00:00,1.3,-1.6,0.0,0.0,0.0,0.03,11.1,24.8,3,68,0,41.88575002073601,-87.62881448348256
2024-03-17 23:00:00,3.1,0.1,0.0,0.0,0.0,0.03,24.5,33.2,0,62,0,41.88575002073601,-87.62881448348256
2024-03-18 00:00:00,-0.3,-1.8,0.0,0.0,0.0,0.03,24.3,38.0,0,82,0,41.88575002073601,-87.62881448348256
2024-03-18 01:00:00,3.3,1.1,0.0,0.0,0.0,0.03,33.6,42.6,0,56,0,41.88575002073601,-87.62881448348256
2024-03-18 02:00:00,-2.3,-3.8,0.0,0.0,0.0,0.03,34.3,37.2,0,34,0,41.88575002073601,-87.62881448348256
2024-03-18 03:00:00,0.2,-1.6,1.73,1.73,0.0,0.03,17.3,31.9,2,66,0,41.88575002073601,-87.62881448348256
2024-03-18 04:00:00,0.2,-2.0,0.0,0.0,0.0,0.03,10.4,12.4,2,59,0,41.88575002073601,-87.62881448348256
2024-03-18 05:00:00,4.2,3.2,0.29,0.29,0.0,0.03,9.2,14.9,1,50,0,41.88575002073601,-87.62881448348256
2024-03-18 06:00:00,2.3,0.1,0.0,0.0,0.0,0.03,34.2,36.8,3,69,0,41.88575002073601,-87.62881448348256
2024-03-18 07:00:00,6.7,4.7,0.0,0.0,0.0,0.03,16.9,25.9,61,10,0,41.88575002073601,-87.62881448348256
2024-03-18 08:00:00,7.2,5.9,0.0,0.0,0.0,0.03,15.3,24.7,2,41,0,41.88575002073601,-87.62881448348256
2024-03-18 09:00:00,7.3,4.9,0.0,0.0,0.0,0.03,23.6,33.9,2,33,0,41.88575002073601,-87.62881448348256
2024-03-18 10:00:00,7.5,4.6,0.0,0.0,0.0,0.03,6.7,10.5,1,36,0,41.88575002073601,-87.62881448348256
2024-03-18 11:00:00,6.4,5.4,0.0,0.0,0.0,0.03,24.4,26.6,1,51,0,41.88575002073601,-87.62881448348256
2024-03-18 12:00:00,9.1,7.2,0.0,0.0,0.0,0.03,31.3,36.7,0,32,0,41.88575002073601,-87.62881448348256
2024-03-18 13:00:00,7.3,6.0,0.66,0.66,0.0,0.03,26.7,29.4,0,97,0,41.88575002073601,-87.62881448348256
2024-03-18 14:00:00,8.8,7.4,0.0,0.0,0.0,0.03,17.5,20.0,0,66,0,41.88575002073601,-87.62881448348256
2024-03-18 15:00:00,9.2,7.2,0.0,0.0,0.0,0.03,8.5,13.9,1,35,0,41.88575002073601,-87.62881448348256
2024-03-18 16:00:00,5.7,4.1,0.0,0.0,0.0,0.03,12.2,27.2,0,11,0,41.88575002073601,-87.62881448348256
2024-03-18 17:00:00,7.2,4.9,0.0,0.0,0.0,0.03,13.0,25.4,1,40,0,41.88575002073601,-87.62881448348256
2024-03-18 18:00:00,4.4,2.9,0.0,0.0,0.0,0.03,16.5,23.3,3,47,0,41.88575002073601,-87.62881448348256
2024-03-18 19:00:00,4.0,1.5,0.0,0.0,0.0,0.03,9.0,15.9,1,39,0,41.88575002073601,-87.62881448348256
2024-03-18 20:00:00,0.2,-1.2,0.0,0.0,0.0,0.03,22.3,36.4,0,100,0,41.88575002073601,-87.62881448348256
2024-03-18 21:00:00,0.3,-2.5,0.0,0.0,0.0,0.03,16.0,26.6,1,14,0,41.88575002073601,-87.62881448348256
2024-03-18 22:00:00,-0.4,-2.2,0.0,0.0,0.0,0.03,19.9,32.8,1,56,0,41.88575002073601,-87.62881448348256
2024-03-18 23:00:00,2.3,1.2,0.0,0.0,0.0,0.03,13.6,26.8,0,52,0,41.88575002073601,-87.62881448348256
2024-03-19 00:00:00,-0.4,-1.6,0.73,0.0,0.51,0.04,18.6,22.8,1,49,0,41.88575002073601,-87.62881448348256
2024-03-19 01:00:00,1.2,-0.8,0.0,0.0,0.0,0.04,26.4,28.6,0,7,0,41.88575002073601,-87.62881448348256
2024-03-19 02:00:00,0.6,-2.2,0.0,0.0,0.0,0.04,7.6,13.1,1,54,0,41.88575002073601,-87.62881448348256
2024-03-19 03:00:00,0.8,-1.2,0.0,0.0,0.0,0.04,20.3,30.0,2,60,0,41.88575002073601,-87.62881448348256
2024-03-19 04:00:00,-0.1,-2.0,0.0,0.0,0.0,0.04,23.5,37.4,1,73,0,41.88575002073601,-87.62881448348256
2024-03-19 05:00:00,0.3,-2.3,0.0,0.0,0.0,0.04,25.0,31.0,71,67,0,41.88575002073601,-87.62881448348256
2024-03-19 06:00:00,3.6,2.2,0.0,0.0,0.0,0.04,32.7,45.7,0,85,0,41.88575002073601,-87.62881448348256
2024-03-19 07:00:00,4.8,2.4,0.0,0.0,0.0,0.04,28.4,39.0,1,4,0,41.88575002073601,-87.62881448348256
2024-03-19 08:00:00,4.8,3.4,0.0,0.0,0.0,0.04,27.2,37.7,0,49,0,41.88575002073601,-87.62881448348256
2024-03-19 09:00:00,7.2,4.5,0.0,0.0,0.0,0.04,31.0,42.4,61,100,0,41.88575002073601,-87.62881448348256
2024-03-19 10:00:00,10.6,7.8,0.0,0.0,0.0,0.04,32.4,41.1,0,82,0,41.88575002073601,-87.62881448348256
2024-03-19 11:00:00,10.3,8.9,0.0,0.0,0.0,0.04,30.2,40.9,1,19,0,41.88575002073601,-87.62881448348256
2024-03-19 12:00:00,8.1,6.8,0.0,0.0,0.0,0.04,23.4,35.7,1,57,0,41.88575002073601,-87.62881448348256
2024-03-19 13:00:00,8.0,5.6,0.0,0.0,0.0,0.04,30.3,40.0,61,29,0,41.88575002073601,-87.62881448348256
2024-03-19 14:00:00,8.5,6.2,0.0,0.0,0.0,0.04,14.8,17.3,1,44,0,41.88575002073601,-87.62881448348256
2024-03-19 15:00:00,7.3,5.0,0.0,0.0,0.0,0.04,33.6,42.2,1,100,0,41.88575002073601,-87.62881448348256
2024-03-19 16:00:00,7.1,5.0,0.0,0.0,0.0,0.04,10.2,20.0,1,79,0,41.88575002073601,-87.62881448348256
2024-03-19 17:00:00,5.5,4.3,0.0,0.0,0.0,0.04,11.9,25.3,2,17,0,41.88575002073601,-87.62881448348256
2024-03-19 18:00:00,4.2,1.8,0.0,0.0,0.0,0.04,9.8,11.8,0,36,0,41.88575002073601,-87.62881448348256
2024-03-19 19:00:00,2.1,0.8,0.0,0.0,0.0,0.04,28.3,30.9,0,55,0,41.88575002073601,-87.62881448348256
2024-03-19 20:00:00,2.6,0.5,0.0,0.0,0.0,0.04,18.0,24.8,0,48,0,41.88575002073601,-87.62881448348256
2024-03-19 21:00:00,-2.2,-3.8,0.0,0.0,0.0,0.04,27.1,39.6,1,63,0,41.88575002073601,-87.62881448348256
2024-03-19 22:00:00,1.0,-0.7,0.0,0.0,0.0,0.04,20.3,28.6,1,36,0,41.88575002073601,-87.62881448348256
2024-03-19 23:00:00,-2.9,-5.6,0.0,0.0,0.0,0.04,17.1,23.1,61,46,0,41.88575002073601,-87.62881448348256
2024-03-20 00:00:00,0.5,-1.4,0.0,0.0,0.0,0.04,31.9,42.9,1,35,0,41.88575002073601,-87.62881448348256
2024-03-20 01:00:00,-1.3,-3.2,0.0,0.0,0.0,0.04,18.0,26.5,0,46,0,41.88575002073601,-87.62881448348256
2024-03-20 02:00:00,2.5,-0.3,0.0,0.0,0.0,0.04,23.6,33.0,1,73,0,41.88575002073601,-87.62881448348256
2024-03-20 03:00:00,1.4,-0.7,0.0,0.0,0.0,0.04,30.8,38.3,1,62,0,41.88575002073601,-87.62881448348256
2024-03-20 04:00:00,2.1,-0.5,0.0,0.0,0.0,0.04,11.4,22.8,2,37,0,41.88575002073601,-87.62881448348256
2024-03-20 05:00:00,3.6,0.9,0.0,0.0,0.0,0.04,17.1,19.3,2,83,0,41.88575002073601,-87.62881448348256
2024-03-20 06:00:00,2.8,0.4,0.0,0.0,0.0,0.04,9.3,11.4,2,82,0,41.88575002073601,-87.62881448348256
2024-03-20 07:00:00,6.8,5.5,0.0,0.0,0.0,0.04,21.3,32.2,71,55,0,41.88575002073601,-87.62881448348256
2024-03-20 08:00:00,7.1,5.9,0.0,0.0,0.0,0.04,28.7,31.0,0,49,0,41.88575002073601,-87.62881448348256
2024-03-20 09:00:00,6.1,4.2,0.0,0.0,0.0,0.04,6.7,13.0,3,99,0,41.88575002073601,-87.62881448348256
2024-03-20 10:00:00,5.9,4.8,0.0,0.0,0.0,0.04,6.8,13.6,3,95,0,41.88575002073601,-87.62881448348256
2024-03-20 11:00:00,7.3,5.7,0.0,0.0,0.0,0.04,27.2,37.2,0,17,0,41.88575002073601,-87.62881448348256
2024-03-20 12:00:00,7.8,6.4,0.0,0.0,0.0,0.04,26.3,38.3,3,85,0,41.88575002073601,-87.62881448348256
2024-03-20 13:00:00,6.2,5.2,0.0,0.0,0.0,0.04,17.1,29.7,0,98,0,41.88575002073601,-87.62881448348256
2024-03-20 14:00:00,6.8,5.0,0.0,0.0,0.0,0.04,15.8,21.5,1,71,0,41.88575002073601,-87.62881448348256
2024-03-20 15:00:00,5.9,4.4,0.0,0.0,0.0,0.04,13.5,17.6,0,43,0,41.88575002073601,-87.62881448348256
2024-03-20 16:00:00,5.7,4.5,0.0,0.0,0.0,0.04,6.9,21.6,0,46,0,41.88575002073601,-87.62881448348256
2024-03-20 17:00:00,4.7,2.3,0.0,0.0,0.0,0.04,20.4,23.0,2,98,0,41.88575002073601,-87.62881448348256
2024-03-20 18:00:00,4.7,1.9,0.86,0.86,0.0,0.04,23.5,36.1,1,76,0,41.88575002073601,-87.62881448348256
2024-03-20 19:00:00,3.0,0.8,0.0,0.0,0.0,0.04,31.0,33.2,0,69,0,41.88575002073601,-87.62881448348256
2024-03-20 20:00:00,2.6,-0.3,0.0,0.0,0.0,0.04,21.3,29.6,2,100,0,41.88575002073601,-87.62881448348256
